query,function,identifier,url,score
extracting data from a text file,"def read_file(filepath):
    with open(filepath) as f:
        content = f.read()
        return read_string(content)",read_file,https://github.com/Nagasaki45/bibo/blob/e6afb28711e78eb11475834d3f9455252ac9f347/pybibs/pybibs.py#L6-L9,1.3704971
extracting data from a text file,"def read_text_file(filename, encoding=""utf-8""):
    """"""
    Reads a file under python3 with encoding (default UTF-8).
    Also works under python2, without encoding.
    Uses the EAFP (https://docs.python.org/2/glossary.html#term-eafp)
    principle.
    """"""
    try:
        with open(filename, 'r', encoding) as f:
            r = f.read()
    except TypeError:
        with open(filename, 'r') as f:
            r = f.read()
    return r",read_text_file,https://github.com/manodeep/Corrfunc/blob/753aa50b93eebfefc76a0b0cd61522536bd45d2a/mocks/python_bindings/call_correlation_functions_mocks.py#L28-L41,1.3657142
extracting data from a text file,"def _read_text(self, filename):
        """"""
        Helper that reads the UTF-8 content of the specified file, or
        None if the file doesn't exist. This returns a unicode string.
        """"""
        with io.open(filename, 'rt', encoding='utf-8') as f:
            return f.read()",DirectoryReader._read_text,https://github.com/joeyespo/grip/blob/ce933ccc4ca8e0d3718f271c59bd530a4518bf63/grip/readers.py#L140-L146,1.3652915
extracting data from a text file,"def _get_text_data(filepath):
  with tf.gfile.GFile(filepath, mode=""r"") as text_file:
    words = []
    for line in text_file:
      word = line.strip().split()[2]
      words.append(word)
    return "" "".join(words)",_get_text_data,https://github.com/tensorflow/tensor2tensor/blob/272500b6efe353aeb638d2745ed56e519462ca31/tensor2tensor/data_generators/audio.py#L89-L95,1.3648732
extracting data from a text file,"def is_text_file(filename):
    with open(filename, mode='rb') as f:
        s = f.read(1024)
    if b'\x00' in s:
        return False
    return True",is_text_file,https://github.com/codespell-project/codespell/blob/126e7973ff964f201b7377c45e53a948f89b2c89/codespell_lib/_codespell.py#L351-L356,1.3646339
extracting data from a text file,"def parse(engine, filename, text = None):
	parser = Parser(engine, filename, text)
	parser.parse()",parse,https://github.com/beardsvibe/buildfox/blob/ed754fe8b5897ee7f9f21db77567644fa31994c1/lib_parser.py#L417-L419,1.3633652
extracting data from a text file,"def read_text_from_file(path: str) -> str:
    """""" Reads text file contents """"""
    with open(path) as text_file:
        content = text_file.read()

    return content",read_text_from_file,https://github.com/MisterY/gnucash-portfolio/blob/bfaad8345a5479d1cd111acee1939e25c2a638c2/gnucash_portfolio/lib/fileutils.py#L3-L8,1.3625813
extracting data from a text file,"def parse_file(self, fn):
        text = self.open_file(fn)
        return self.parse(text, fn=fn)",Parser.parse_file,https://github.com/geographika/mappyfile/blob/aecbc5e66ec06896bc4c5db41313503468829d00/mappyfile/parser.py#L180-L182,1.3594548
extracting data from a text file,"def a(text, mode='exec', indent='  ', file=None):
    """"""
    Interactive convenience for displaying the AST of a code string.

    Writes a pretty-formatted AST-tree to `file`.

    Parameters
    ----------
    text : str
        Text of Python code to render as AST.
    mode : {'exec', 'eval'}, optional
        Mode for `ast.parse`.  Default is 'exec'.
    indent : str, optional
        String to use for indenting nested expressions.  Default is two spaces.
    file : None or file-like object, optional
        File to use to print output.  If the default of `None` is passed, we
        use sys.stdout.
    """"""
    pprint_ast(parse(text, mode=mode), indent=indent, file=file)",a,https://github.com/llllllllll/codetransformer/blob/c5f551e915df45adc7da7e0b1b635f0cc6a1bb27/codetransformer/utils/pretty.py#L172-L190,1.3580498
positions of substrings in string,"def positions(self, format_string=None):
        left_value = self.left.reference_start + 1
        right_value = self.right.reference_end + 1
        if format_string:
            return format_string.format(left=left_value, right=right_value)
        return left_value, right_value",PairedAlignment.positions,https://github.com/umich-brcf-bioinf/Connor/blob/b20e9f36e9730c29eaa27ea5fa8b0151e58d2f13/connor/consam/alignments.py#L36-L41,1.248759
positions of substrings in string,"def string(self, val):
        self._string = val
        self._curs_pos = len(self._string)",SimpleCursesLineEdit.string,https://github.com/coderholic/pyradio/blob/c5219d350bccbccd49dbd627c1f886a952ea1963/pyradio/simple_curses_widgets.py#L121-L123,1.2477473
positions of substrings in string,"def check_vprint(s, vprinter):
    '''checked verbose printing'''
    if vprinter is True:
        print(s);
    elif callable(vprinter):
        vprinter(s);",check_vprint,https://github.com/noobermin/pys/blob/e01b74210c65eb96d019bb42e0a3c9e6676da943/pys/__init__.py#L54-L59,1.2454458
positions of substrings in string,"def __ne__(self, other):
        if (isinstance(other, unicode) or
            isinstance(other, bytes) and not isnewbytes(other)):
            return super(newstr, self).__ne__(other)
        else:
            return True",newstr.__ne__,https://github.com/PythonCharmers/python-future/blob/c423752879acc05eebc29b0bb9909327bd5c7308/src/future/types/newstr.py#L295-L300,1.244173
positions of substrings in string,"def posString(self,viols=False):		# eg NE|ver|CAME|poi|SON|from|SO|sweet|A|place
		output = []
		for pos in self.positions:
			x=unicode(pos)
			if viols and pos.has_viol: x+='*'
			output.append(x)
		return string.join(output, '|')",Parse.posString,https://github.com/quadrismegistus/prosodic/blob/8af66ed9be40c922d03a0b09bc11c87d2061b618/prosodic/Parse.py#L232-L238,1.2430764
positions of substrings in string,"def atone(string, caps=True):
    """""" Supprimer les diacritiques de la forme donnée

    :param string: Chaîne à transformer
    :type string: str
    :param caps: Transforme les majuscules
    :type caps: bool
    :return: Chaîne nettoyée
    :rtype: str
    """"""
    # Fix for unidecode until unidecode stop replace short y by u
    string = _Y_SHORT_REPLACE.sub(""y"", string)
    if caps is True:
        return unidecode(string)
    a = """"
    for char in string:
        if char.isupper():
            a += char
        else:
            a += unidecode(char)
    return a",atone,https://github.com/PonteIneptique/collatinus-python/blob/fca37b0b77bc60f47d3c24ab42f6d0bdca6ba0f5/pycollatinus/ch.py#L63-L83,1.2410536
positions of substrings in string,"def to_string(self):
        """""" Return the string as it should be presented in a MapChart
        input file.

        """"""
        return '%s   %s %s %s %s' % (
            self.trait, self.start_position, self.peak_start_position,
            self.peak_stop_position, self.stop_position)",QTL.to_string,https://github.com/PBR/MQ2/blob/6d84dea47e6751333004743f588f03158e35c28d/MQ2/qtl.py#L50-L57,1.2403443
positions of substrings in string,"def errch(marker, string):
    """"""
    Substitute a character string for the first occurrence of
    a marker in the current long error message.

    http://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/errch_c.html

    :param marker: A substring of the error message to be replaced.
    :type marker: str
    :param string: The character string to substitute for marker.
    :type string: str
    """"""
    marker = stypes.stringToCharP(marker)
    string = stypes.stringToCharP(string)
    libspice.errch_c(marker, string)",errch,https://github.com/AndrewAnnex/SpiceyPy/blob/fc20a9b9de68b58eed5b332f0c051fb343a6e335/spiceypy/spiceypy.py#L4861-L4875,1.2402163
positions of substrings in string,"def string_position(self, id_):
        """"""Returns a np array with indices to id_ (int) occurrences""""""
        if self.bow:
            return self.string_start[self.positions[id_]]
        else:
            return self.string_start[[self.positions[id_]]]",IndexedString.string_position,https://github.com/marcotcr/lime/blob/08133d47df00ed918e22005e0c98f6eefd5a1d71/lime/lime_text.py#L155-L160,1.2394489
positions of substrings in string,"def string_start(self, match, **_):
        self.string = """"
        self.string_position = match.start()",LazyTokenizer.string_start,https://github.com/google/dotty/blob/b145131499be0c4b755fc2e2ac19be11a50bce6a/efilter/parsers/common/tokenizer.py#L349-L351,1.2392039
reading element from html - <td>,"def parse_string(string):
    doc = Node(""root"")
    xml.sax.parseString(string, Builder(doc))
    return doc",parse_string,https://github.com/txamqp/txamqp/blob/10caf998dd8c05a7321cd10c24a83832bf58bd0c/src/txamqp/xmlutil.py#L34-L37,1.315443
reading element from html - <td>,"def doc_from_xml(document_element_name, inner_xml):
        '''Wraps the specified xml in an xml root element with default azure
        namespaces'''
        xml = ''.join(['<', document_element_name,
                      ' xmlns:i=""http://www.w3.org/2001/XMLSchema-instance""',
                      ' xmlns=""http://schemas.microsoft.com/windowsazure"">'])
        xml += inner_xml
        xml += ''.join(['</', document_element_name, '>'])
        return xml",_XmlSerializer.doc_from_xml,https://github.com/Azure/azure-sdk-for-python/blob/d7306fde32f60a293a7567678692bdad31e4b667/azure-servicemanagement-legacy/azure/servicemanagement/_serialization.py#L1285-L1293,1.3153632
reading element from html - <td>,"def doc_from_xml(document_element_name, inner_xml,
                     xmlns='http://schemas.microsoft.com/windowsazure'):
        '''Wraps the specified xml in an xml root element with default azure
        namespaces'''
        xml = ''.join(['<', document_element_name,
                      ' xmlns=""{0}"">'.format(xmlns)])
        xml += inner_xml
        xml += ''.join(['</', document_element_name, '>'])
        return xml",_SqlManagementXmlSerializer.doc_from_xml,https://github.com/Azure/azure-sdk-for-python/blob/d7306fde32f60a293a7567678692bdad31e4b667/azure-servicemanagement-legacy/azure/servicemanagement/_serialization.py#L1391-L1399,1.3082404
reading element from html - <td>,"def readString(self, st):
        """"""Parse a WFS capabilities document, returning an
        instance of WFSCapabilitiesInfoset

        string should be an XML capabilities document
        """"""
        if not isinstance(st, str) and not isinstance(st, bytes):
            raise ValueError(""String must be of type string or bytes, not %s"" % type(st))
        return etree.fromstring(st)",WFSCapabilitiesReader.readString,https://github.com/geopython/OWSLib/blob/96d47842401a129f1e86fa9f66dccef5a5a6872c/owslib/feature/common.py#L58-L66,1.3044946
reading element from html - <td>,"def String(self, str):
        """"""Get an interned string from the reader, allows for example
           to speedup string name comparisons """"""
        ret = libxml2mod.xmlTextReaderConstString(self._o, str)
        return ret",xmlTextReader.String,https://github.com/apple/turicreate/blob/74514c3f99e25b46f22c6e02977fe3da69221c2e/deps/src/libxml2-2.9.1/python/libxml2.py#L6933-L6937,1.3041283
reading element from html - <td>,"def html(self, unicode=False):
        """""" Return HTML of element """"""
        html = lxml.html.tostring(self.element, encoding=self.encoding)
        if unicode:
            html = html.decode(self.encoding)
        return html",Parser.html,https://github.com/romankoblov/leaf/blob/e042d91ec462c834318d03f199fcc4a9f565cb84/leaf/__init__.py#L36-L41,1.3035685
reading element from html - <td>,"def parse_html_string(s):
    from lxml import html

    utf8_parser = html.HTMLParser(encoding='utf-8')

    html_tree = html.document_fromstring(s, parser=utf8_parser)

    return html_tree",parse_html_string,https://github.com/aerkalov/ebooklib/blob/305f2dd7f02923ffabf9586a5d16266113d00c4a/ebooklib/utils.py#L42-L49,1.3021473
reading element from html - <td>,"def htmlReadDoc(cur, URL, encoding, options):
    """"""parse an XML in-memory document and build a tree. """"""
    ret = libxml2mod.htmlReadDoc(cur, URL, encoding, options)
    if ret is None:raise treeError('htmlReadDoc() failed')
    return xmlDoc(_obj=ret)",htmlReadDoc,https://github.com/apple/turicreate/blob/74514c3f99e25b46f22c6e02977fe3da69221c2e/deps/src/libxml2-2.9.1/python/libxml2.py#L828-L832,1.2997386
reading element from html - <td>,"def parse(html_string, wrapper=Parser, *args, **kwargs):
    """""" Parse html with wrapper """"""
    return Parser(lxml.html.fromstring(html_string), *args, **kwargs)",parse,https://github.com/romankoblov/leaf/blob/e042d91ec462c834318d03f199fcc4a9f565cb84/leaf/__init__.py#L112-L114,1.2997024
reading element from html - <td>,"def html_etree(self):
        html_etree = None
        if self.html:
            html_etree = etree.HTML(self.html)
        return html_etree",Response.html_etree,https://github.com/howie6879/ruia/blob/2dc5262fc9c3e902a8faa7d5fa2f046f9d9ee1fa/ruia/response.py#L117-L121,1.2991222
deducting the median from each column,"def median(series):
    """"""
    Returns the median value of a series.

    Args:
        series (pandas.Series): column to summarize.
    """"""

    if np.issubdtype(series.dtype, np.number):
        return series.median()
    else:
        return np.nan",median,https://github.com/kieferk/dfply/blob/6a858f066602735a90f8b6b85106bc39ceadc282/dfply/summary_functions.py#L153-L164,1.401276
